#[AFISE]Type,ObjectType,[EntityType]KindID,DomainID,CountryID,CategoryID,SubCategoryID,SpecificID,ExtraID,Mil-2525,Range
MISSILE_FN_6,12,2,1,165,1,9,0,0,MISSILE,0
MISSILE_QW_18,12,2,1,165,1,10,0,0,MISSILE,0
MISSILE_SA_3_GOA,12,2,1,99,1,4,0,0,MISSILE,0
MISSILE_S400,12,2,1,99,1,3,1,0,MISSILE,0
HQ_9_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,2,1,0,COMMAND_AND_CONTROL_CENTER,0
HQ_16_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,3,1,0,COMMAND_AND_CONTROL_CENTER,0
HQ_16_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,3,3,0,COMMAND_AND_CONTROL_CENTER,115
HQ_16_DETECTION_CENTER,11,1,1,165,28,3,4,0,DETECTION_CENTER,80
CROTALE_DETECTION_CENTER,11,1,1,165,28,4,2,0,DETECTION_CENTER,8
LIFE_FORM_DEFAULT_PAKISTAN_ARMY_SOLDIER,6,3,1,165,11,1,0,0,LIFE_FORM,0
LIFE_FORM_MANPADS_FN_6,6,3,1,165,11,85,3,0,LIFE_FORM,0
LIFE_FORM_MANPADS_FN_16,6,3,1,165,11,85,4,0,LIFE_FORM,0
LIFE_FORM_MANPADS_QW_18,6,3,1,165,11,85,5,0,LIFE_FORM,0
LIFE_FORM_MANPADS_MISTRAL,6,3,1,165,11,85,15,0,LIFE_FORM,0
LIFE_FORM_DEFAULT_MANPADS,6,3,1,165,11,85,0,0,LIFE_FORM,0
DEFAULT_SIMULATION_OBJECT,1,0,0,0,0,0,0,0,DEFAULT,0
Boeing_KC_777,1,1,2,99,4,2,0,0,MILITARY_CARGO_TANKER,0
PHALCON_AWACS,1,1,2,99,8,3,0,0,MILITARY_AEW,200
P3C_ORION_ASW,1,1,2,165,5,2,0,0,MILITARY_AEW,0
TPS_77_MRR_RADAR,11,12,25,2,104,178,4031,4084,RADAR,240
TPS_77_MRR_RADAR,11,9,1,165,2,1,1,0,RADAR,240
GS_100_RADAR,11,9,1,99,2,1,1,0,RADAR,115
ROHINI_RADAR,11,9,1,99,2,2,1,0,RADAR,115
MASTER_T_RADAR,11,9,1,99,2,2,2,0,RADAR,240
ATCR_RADAR,11,12,25,2,104,178,260,258,RADAR,80
ATCR_RADAR,11,9,1,99,2,2,3,0,RADAR,80
ARUDHRA_RADAR,11,9,1,99,2,2,4,0,RADAR,215
SURFACE_DDG_DELHI,5,1,3,99,4,1,0,0,DESTROYER,0
SURFACE_DDG_KOLKATA,5,1,3,99,4,3,0,0,DESTROYER,0
SURFACE_CARRIER_KUZNETSOV_CLASS,5,1,3,222,1,3,0,0,SURFACE_CARRIER,0
MI35HindE,2,1,2,165,20,1,1,0,HELICOPTER,0
SURFACE_OIL_TANKER,5,1,3,165,82,5,0,0,SURFACE_TANKER,0
SURFACE_FFG_ZULFIQUAR_CLASS,5,1,3,165,6,1,0,0,FRIGATE,0
ARTILLERY_K9_VAJRA,3,1,1,99,4,1,0,0,ARTILLERY,0
SURFACE_CARRIER_VIKRAMADITYA_CLASS,5,1,3,99,1,1,1,0,SURFACE_CARRIER,0
LIFE_FORM_PILOT,6,3,1,0,0,0,0,0,LIFE_FORM,0
DEFAULT_BOMB,13,2,0,0,0,0,0,0,BOMB,0
DEFAULT_DETECTION_CENTER,11,1,1,165,28,5,1,0,DETECTION_CENTER,115
DEFAULT_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,5,2,0,COMMAND_AND_CONTROL_CENTER,80
DEFAULT_TRAINER,1,1,2,165,40,0,0,0,DEFAULT,0
DEFAULT_C3I_SYSTEM,4,1,1,165,29,0,0,0,DEFAULT,0
DEFAULT_SURFACE_TANKER,5,1,3,165,82,0,0,0,SURFACE_TANKER,0
DEFAULT_SURFACE_CARRIER,5,1,3,165,1,0,0,0,SURFACE_CARRIER,0
DEFAULT_SURFACE_GUIDED_MISSILE_DESTROYER,5,1,3,165,4,0,0,0,DESTROYER,0
DEFAULT_SURFACE_GUIDED_MISSILE_FRIGATE,5,1,3,165,6,0,0,0,FRIGATE,0
JF17_B3,1,1,2,165,1,2,4,0,FIGHTER,70
HAL_Tejas,1,1,2,99,1,1,1,0,FIGHTER,50
JF17_B2,1,1,2,165,1,2,2,0,FIGHTER,55
JF17_B2B,1,1,2,165,1,2,3,0,FIGHTER,55
MISSILE_MAGIC_R_550,12,2,1,165,1,12,0,0,MISSILE,0
MISSILE_PL15,12,2,1,165,1,13,1,0,MISSILE,0
MISSILE_PL5_IR,12,2,1,165,1,13,2,0,MISSILE,0
MISSILE_PL10_IIR_HOBS,12,2,1,165,1,13,3,0,MISSILE,0
MISSILE_AIM_9M,12,2,1,165,1,1,2,0,MISSILE,0
MISSILE_AIM_120_D,12,2,1,165,1,2,5,0,MISSILE,0
MISSILE_AIM_120_C7,12,2,1,165,1,2,4,0,MISSILE,0
MISSILE_SD_10A,12,2,1,165,1,14,0,0,MISSILE,0
MISSILE_METEOR,12,2,1,99,1,5,0,0,MISSILE,0
MISSILE_ASTRA,12,2,1,99,1,6,0,0,MISSILE,0
MISSILE_AA_12,12,2,1,99,1,7,1,0,MISSILE,0
MISSILE_AA_11,12,2,1,99,1,7,2,0,MISSILE,0
MISSILE_Mica_RF,12,2,1,99,1,8,1,0,MISSILE,0
MISSILE_Mica_IIR,12,2,1,99,1,8,2,0,MISSILE,0
MISSILE_ASRAAM,12,2,1,99,1,9,0,0,MISSILE,0
MISSILE_PYTHON5,12,2,1,99,1,10,0,0,MISSILE,0
MISSILE_AIM_9X_HOBS,12,2,1,165,1,1,5,0,MISSILE,0
EMBRAER,1,1,2,99,8,4,0,0,MILITARY_AEW,0
IL76,1,1,2,99,4,3,0,0,MILITARY_CARGO_TANKER,0
C17,1,1,2,99,4,4,0,0,MILITARY_CARGO_TANKER,0
MISSILE_HQ_9B,12,2,1,165,1,4,1,0,MISSILE,0
MI24_HIND_A,12,1,2,99,20,1,1,0,HELICOPTER,0
MISSILE_LY_80_EV,12,2,1,165,1,5,2,0,MISSILE,2
LY_80_DETECTION_CENTER,11,1,1,165,28,6,2,0,DETECTION_CENTER,150
SHELL_120MM,14,2,9,165,2,3,0,0,SHELL,0
SHELL_125MM,14,2,9,165,2,4,0,0,SHELL,0
HQ_9B_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,2,3,1,COMMAND_AND_CONTROL_CENTER,260
HQ_9P_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,2,3,2,COMMAND_AND_CONTROL_CENTER,170
HQ_9B_DETECTION_CENTER,11,1,1,165,28,2,4,1,DETECTION_CENTER,400
HQ_9P_DETECTION_CENTER,11,1,1,165,28,2,4,2,DETECTION_CENTER,350
DEFAULT_SHELL,14,2,9,165,2,0,0,0,SHELL,0
DrdoRustom,1,1,2,99,50,4,0,0,UAV,0
DEFAULT_CULTURAL_FEATURE_LAND,8,5,1,0,0,0,0,0,CULTURAL_FEATURE,0
DEFAULT_CULTURAL_FEATURE_AIR,8,5,2,0,0,0,0,0,CULTURAL_FEATURE,0
SHELL_203MM,14,2,9,99,2,4,0,0,SHELL,0
SHELL_155MM,14,2,9,99,2,3,0,0,SHELL,0
SHELL_125MM,14,2,9,99,2,2,0,0,SHELL,0
SHELL_120MM,14,2,9,99,2,1,0,0,SHELL,0
LY_80_EV_MUNITION_LAUNCHER,17,1,1,165,28,7,3,0,MUNITION_LAUNCHER,2
LY_80_MUNITION_LAUNCHER,17,1,1,165,28,6,3,0,MUNITION_LAUNCHER,2
LY_80_EV_DETECTION_CENTER,11,1,1,165,28,7,2,0,DETECTION_CENTER,150
HQ_9B_MUNITION_LAUNCHER,17,1,1,165,28,2,2,1,MUNITION_LAUNCHER,3
GENERAL_VEHICLES_TOYOTA_LANDCRUISER_PRADO,4,1,1,165,81,114,2,0,GENERAL_VEHICLES,0
GENERAL_VEHICLES_HONDA_CG_125,4,1,1,165,80,1,1,2,GENERAL_VEHICLES,0
SURFACE_OIL_TANKER,5,1,3,99,82,5,0,0,SURFACE_TANKER,0
F15_EAGLE,1,1,2,225,1,5,0,0,FIGHTER,100
Su35,1,1,2,222,2,11,0,0,FIGHTER,80
WING_LOONG_II,1,1,2,165,50,9,0,0,UAV,0
BAYRAKTAR_TB2,1,1,2,165,50,10,0,0,UAV,0
BAYRAKTAR_AKINCI,1,1,2,165,50,11,0,0,UAV,0
BELL_412_HUEY,2,1,2,165,24,3,0,0,HELICOPTER,0
BOMB_REK,13,2,9,165,1,6,0,0,BOMB,0
MISSILE_AGM_65_MAVERICK,12,2,2,225,1,4,0,0,MISSILE,0
MISSILE_CBU_105,12,2,9,225,1,22,3,0,MISSILE,0
MISSILE_GBU_31A_JDAM,12,2,9,165,1,15,6,0,MISSILE,0
MISSILE_EXOCET_SM39,12,2,6,165,1,6,1,0,MISSILE,0
MISSILE_AGM_88,12,2,4,165,1,1,1,0,MISSILE,0
MISSILE_MAR_1,12,2,4,165,1,7,1,0,MISSILE,0
MISSILE_CM_400_AKG,12,2,6,165,2,16,0,0,MISSILE,0
MISSILE_C802_AK,12,2,6,165,1,12,0,0,MISSILE,0
MISSILE_AG_300_M,12,2,2,165,1,1,0,0,MISSILE,0
MISSILE_SWORD_1,12,2,1,99,1,12,0,0,MISSILE,0
MISSILE_SWORD_2,12,2,1,99,1,13,0,0,MISSILE,0
MISSILE_SWORD_3,12,2,1,99,1,14,0,0,MISSILE,0
MISSILE_SWORD_4,12,2,1,99,1,15,0,0,MISSILE,0
MISSILE_SWORD_5,12,2,1,99,1,16,0,0,MISSILE,0
BOMB_MAM_L,13,2,9,165,1,7,0,0,BOMB,0
BOMB_H_2_SOW,13,2,9,165,1,8,0,0,BOMB,0
BOMB_H_4_SOW,13,2,9,165,1,9,0,0,BOMB,0
MISSILE_SWORD_X,12,2,1,99,1,17,0,0,MISSILE,0
MISSILE_DERBY,12,2,1,99,1,18,0,0,MISSILE,0
MISSILE_AA_10C,12,2,1,99,1,11,0,0,MISSILE,0
MISSILE_BARAK,12,2,3,99,1,1,1,0,MISSILE,0
MISSILE_BRAHMOS,12,2,6,99,1,1,0,0,MISSILE,0
MISSILE_SPICE_2000,12,2,9,99,1,1,0,0,MISSILE,0
BARAK_RADAR,11,9,1,99,2,3,1,0,RADAR,80
DEFAULT_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,165,34,0,0,0,COMMAND_AND_CONTROL_CENTER,0
LY_80_EV_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,165,28,7,1,0,COMMAND_AND_CONTROL_CENTER,115
SA_21_GROWLER_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,3,4,0,COMMAND_AND_CONTROL_CENTER,115
DEFAULT_EXPENDABLE_SUBSURFACE,16,8,4,0,0,0,0,0,EXPENDABLE,0
SA_21_GROWLER_DETECTION_CENTER,11,1,1,99,28,3,5,0,DETECTION_CENTER,216
SA_3_DETECTION_CENTER,11,1,1,99,28,4,3,0,DETECTION_CENTER,37
SA_3_MUNITION_LAUNCHER,17,1,1,99,28,4,2,0,MUNITION_LAUNCHER,0
SA_21_MUNITION_LAUNCHER,17,1,1,99,28,3,2,0,MUNITION_LAUNCHER,0
SA_21_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,3,3,0,COMMAND_AND_CONTROL_CENTER,0
SA_3_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,4,1,0,COMMAND_AND_CONTROL_CENTER,115
SPYDER_SR_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,5,0,0,COMMAND_AND_CONTROL_CENTER,0
SPYDER_MR_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,7,0,0,COMMAND_AND_CONTROL_CENTER,0
BARAK_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,99,28,10,0,0,COMMAND_AND_CONTROL_CENTER,0
SPYDER_SR_MUNITION_LAUNCHER,17,1,1,99,28,6,0,0,MUNITION_LAUNCHER,0
SPYDER_MR_MUNITION_LAUNCHER,17,1,1,99,28,8,0,0,MUNITION_LAUNCHER,0
BARAK_MUNITION_LAUNCHER,17,1,1,99,28,9,0,0,MUNITION_LAUNCHER,0
MISSILE_AA_13_C,12,2,1,222,1,46,0,0,MISSILE,0
LIFE_FORM_MANPADS_FIM_92_STINGER,6,3,1,99,11,85,2,0,LIFE_FORM,0
LIFE_FORM_MANPADS_IGLA_S,6,3,1,99,11,85,1,0,LIFE_FORM,0
STATIC_OBJECT_BUILDING,8,5,1,165,2,1,0,0,CULTURAL_FEATURES,0
DEFAULT_CULTURAL_FEATURE,8,5,1,165,2,0,0,0,CULTURAL_FEATURE,0
AirbusA380,1,1,2,165,88,34,6,0,AIRLINER,0
MISSILE_SA_6_GAINFUL,12,2,1,222,1,18,1,0,MISSILE,0
MISSILE_SA_8_GECKO,12,2,1,222,1,20,1,0,MISSILE,0
MISSILE_SA_17_GRIZZLY,12,2,1,222,1,29,0,0,MISSILE,0
SA_6_MUNITION_LAUNCHER,17,1,1,222,28,6,2,0,MUNITION_LAUNCHER,0
F16CS,1,1,2,165,1,1,2,1,FIGHTER,0
YIHA_UAV,1,1,2,165,50,12,0,0,UAV,0
STATIC_OBJECT_HANGER,8,5,1,0,2,1,1,0,CULTURAL_FEATURES,0
STATIC_OBJECT_BUILDING_LARGE,8,5,1,0,3,8,0,0,CULTURAL_FEATURES,0
STATIC_OBJECT_BARRACKS,8,5,1,0,2,1,2,0,CULTURAL_FEATURES,0
YLC_2A_RADAR,11,9,1,165,2,2,9,0,RADAR,80
YLC_18A_RADAR,11,9,1,165,2,2,10,0,RADAR,80
YLC_9_RADAR,11,12,25,2,104,178,4033,4086,RADAR,0
YLC_8E_RADAR,11,12,25,2,104,178,4134,4187,RADAR,80
YLC_8E_RADAR,11,9,1,165,2,2,11,0,RADAR,80
JY_27A_RADAR,11,9,1,165,2,2,12,0,RADAR,80
MPDR_REBORN_RADAR,11,9,1,165,2,2,13,0,RADAR,80
INDRA_RADAR,11,9,1,165,2,2,14,0,RADAR,80
ARTILLERY_SH_15,3,1,1,165,4,3,0,0,ARTILLERY,0
QUADCOPTER_PAK,2,1,2,165,50,13,0,0,UAV,0
QUADCOPTER_IND,2,1,2,99,50,5,0,0,UAV,0
QUADCOPTER_PAK_KILLER_DRONE,2,1,2,165,50,13,1,0,UAV,0
QUADCOPTER_IND_KILLER_DRONE,2,1,2,99,50,5,1,0,UAV,0
SA_6_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,222,28,6,1,0,COMMAND_AND_CONTROL_CENTER,0
SA_6_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,222,28,6,3,0,COMMAND_AND_CONTROL_CENTER,0
SA_8_MUNITION_LAUNCHER,17,1,1,222,28,7,2,0,MUNITION_LAUNCHER,0
SA_17_COMMAND_AND_COMMAND_AND_CONTROL_CENTER,4,1,1,222,28,11,1,0,COMMAND_AND_CONTROL_CENTER,0
SA_17_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,222,28,11,2,0,COMMAND_AND_CONTROL_CENTER,0
SA_17_MUNITION_LAUNCHER,17,1,1,222,28,11,4,0,MUNITION_LAUNCHER,0
Tornado_ADV,1,1,2,224,1,1,0,0,FIGHTER,0
VERA_RADAR,11,9,1,165,2,2,15,0,RADAR,80
VERA_E,11,9,1,165,3,16,1,0,EW_SYSTEM,0
HS_748,1,1,2,99,6,1,0,0,MILITARY_AEW,0
SAMYUKTA_ECM_SYSTEM,4,1,1,99,7,3,0,0,EW_SYSTEM,0
SAMYUKTA_CC_SHELTER,4,1,1,99,7,2,0,0,EW_SYSTEM,0
SAMYUKTA_DF_SHELTER,4,1,1,99,6,1,0,0,EW_SYSTEM,0
EADS_ECM_SYSTEM,4,1,1,165,7,2,0,0,EW_SYSTEM,0
EADS_CC_SHELTER,4,1,1,165,7,1,0,0,EW_SYSTEM,0
EADS_DF_SHELTER,4,1,1,165,6,2,0,0,EW_SYSTEM,0
PENTACLE,4,1,1,165,6,1,1,0,EW_SYSTEM,0
BRAHMOS_MUNITION_LAUNCHER,17,1,1,99,28,13,0,0,MUNITION_LAUNCHER,0
MISSILE_SPICE_250,12,2,9,99,1,2,0,0,MISSILE,0
MISSILE_HAMMER,12,2,9,99,1,3,0,0,MISSILE,0
MISSILE_AS_14,12,2,9,99,1,4,0,0,MISSILE,0
MISSILE_AS_18,12,2,6,99,1,2,0,0,MISSILE,0
MISSILE_AS_20,12,2,6,99,1,3,0,0,MISSILE,0
MISSILE_PAF_AGM_84_L_HARPOON,12,2,6,165,1,1,1,0,MISSILE,0
MISSILE_IAF_AGM_84_L_HARPOON,12,2,6,99,1,4,1,0,MISSILE,0
MISSILE_AS_17,12,2,6,99,1,5,0,0,MISSILE,0
MISSILE_POPEYE_2,12,2,6,99,1,6,0,0,MISSILE,0
ARTILLERY_FATAH_I,3,1,1,165,4,4,0,0,ARTILLERY,0
MISSILE_FATAH_I,12,2,9,165,2,7,0,0,MISSILE,0
ARTILLERY_SMERCH_PINAKA,3,1,1,99,4,2,0,0,ARTILLERY,0
AH_64E_Apache,2,1,2,99,20,2,0,0,HELICOPTER,0
MISSILE_ALARM,12,2,4,224,1,1,0,0,MISSILE,0
ARTILLERY_FATAH_II,3,1,1,165,4,5,0,0,ARTILLERY,0
MISSILE_FATAH_II,12,2,9,165,2,8,0,0,MISSILE,0
MISSILE_PINAKA,12,2,2,99,1,1,0,0,MISSILE,0
MISSILE_AIM7_SPARROW,12,2,1,165,1,15,1,0,MISSILE,0
BOMB_SLAMMER_1,13,2,9,165,1,10,0,0,BOMB,0
BOMB_SLAMMER_2,13,2,9,165,1,11,0,0,BOMB,0
BOMB_SLAMMER_3,13,2,9,165,1,12,0,0,BOMB,0
BOMB_SLAMMER_4,13,2,9,165,1,13,0,0,BOMB,0
MISSILE_BLAZE_1,12,2,4,165,1,2,0,0,MISSILE,0
MISSILE_BLAZE_2,12,2,4,165,1,3,0,0,MISSILE,0
MISSILE_PULSE_1,12,2,4,165,1,4,0,0,MISSILE,0
MISSILE_PULSE_2,12,2,4,165,1,5,0,0,MISSILE,0
J_16,1,1,2,45,1,6,6,0,FIGHTER,130
HQ_22_DETECTION_CENTER,11,1,1,45,28,14,1,0,DETECTION_CENTER,0
HQ_22_FIRE_COMMAND_AND_CONTROL_CENTER,4,1,1,45,28,14,2,0,COMMAND_AND_CONTROL_CENTER,0
HQ_22_MUNITION_LAUNCHER,17,1,1,45,28,14,3,0,MUNITION_LAUNCHER,0
MISSILE_HQ_22,12,2,1,45,1,23,5,0,MISSILE,0
YTG_9,1,1,2,45,6,4,0,0,MILITARY_AEW,0
KJ_500,1,1,2,45,8,3,1,0,MILITARY_AEW,0
YY_20A,1,1,2,45,4,8,2,0,MILITARY_CARGO_TANKER,0
MISSILE_PL_9,12,2,1,45,1,12,0,0,MISSILE,0
MISSILE_PL_10_PLAAF,12,2,1,45,1,21,0,0,MISSILE,0
MISSILE_PL_12,12,2,1,45,1,20,0,0,MISSILE,0
MISSILE_PL_15_PLAAF,12,2,1,45,1,24,0,0,MISSILE,0
MISSILE_PL_17,12,2,1,45,1,28,0,0,MISSILE,0
MISSILE_YJ_83K,12,2,6,45,1,11,5,0,MISSILE,0
MISSILE_KD_88,12,2,6,45,1,11,3,0,MISSILE,0
BOMB_LS_500J,13,2,9,45,1,28,0,0,BOMB,0
